text_steamindo	label
tolong top up pakai dana bisako pas ambil enggak e wallet dana enggak bisatambahin biar gampang	neutral
coba moga kecewa	neutral
kecewa enggak tau tri aplikasi kagak range harga asli nanovest banget baru harga detikmenit contoh gua btc harga rp m harga asli kalau aplikasi rp m pas beli satoshi pas lihat riwayat transaksi beli harga rp m buset harga asli sisa bagus uiux ramah tolong tambah fitur trading coin listing	neutral
sayang market order beli jual crypto buka jam pas malam naik jual tidur eh pas besok pagi harga crypto sudah turun dari segi tampil aplikasi ok responsif mudah an baik depan saya kasih b kalau sudah ok b	neutral
install aplikasi moga depan sukses kembang kait lupa quality control aspek	neutral
menciba	neutral
update proses deposit tari pakai ewallet	neutral
coba coba	neutral
good luck	neutral
jajajia	neutral
ajar	neutral
rawr	neutral
yanju pakai lumayan cuy ribu	neutral
test drive	neutral
coba beli shiba	neutral
narik uang dana	neutral
tolong tambah fitur kirim terima koin shiba inumasa bonk listing kirim terima lainsementara koin shiba bisaitu terima kasih	neutral
saran keritik alam pakai aplikasi puas banget pakai aplikasi banget kurang nya aplikasi kripto jelasin kripto a buat produksi hasil berita tetang sih kripto banget enggak auto order cuman alert saham enggak jelasin terang dividennyah semacamnyh enggak a	neutral
lumayan bagus lihat take profit buka satu transparan portofolio kalau take profit transparan	neutral
beli harga dapat harga tolong kasih feature beli harga kayak toko belah saja beli harga random	neutral
verikasi ktp data salah sistem tolong baik	neutral
coba mudah mudah dapat hasil	neutral
sempurna aplikasi berat banget loading hape ram gb ya enggak tau kalo ram	neutral
moga saing toko cripto	neutral
moga awet	neutral
ok sayang saham as regulasi indonesia	neutral
sayang fitur auto reinvest layak gotrade dividen potong pajak tolong tambah fitur auto reinvest	neutral
ajar investasi	neutral
cepat transfer coin akun saja	neutral
coba	neutral
fitur mengirimtransfer token crypto alamat kirim via saldo e walet hal peluang	neutral
verifikasi ktp foto verifikasi email sudah oke aplikasi verifikasi foto ktp ambil foto	neutral
ayok gabung tinah dinanovest	neutral
coba moga hasil trading	neutral
set rurut harga besarsebaliknya acak	neutral
aset turun	neutral
banyak reward	neutral
halo guna aplikasi	neutral
please tambah fitur limit order stop loss crypto	neutral
coba	neutral
coba	neutral
tolong buat sistem limit crypto ajar kripto fitur full informasi crypto	neutral
tolong baik fitur social bug terimakasih	neutral
tambah tari uang via e wallet update baru biar mudah guna pakai wd virtual dana cepat	neutral
tim nanovest user saran tambah fitur jual otomatis sesuai target profit patok rating bintang minta penuh orang tuju usul terima kasih	neutral
harap tau harga cripto sesuai harga	neutral
coba	neutral
ajar moga lancar	neutral
moga untung	neutral
coba	neutral
bagus responsif saja klik kadang suka telat	neutral
ajar	neutral
tolong coins kalo coins mohon cepat update saja lebih enggak bagus banget aplikasi	neutral
tolong mudah transaksi sedia dompet digital gopay dana qris jenis tarik uang bank ganti crypto	neutral
mohon bagus aplikasi	neutral
mohon kecil tari criptonya	neutral
coba kasih fitur tarik saldo dana gopay jadi simpel wd standar	neutral
top up	neutral
moga cuan	neutral
moga untung ikut aplikasi	neutral
tolong baik aplikasi ambil foto gagal sudah ikut arah aplikasi baik aplikasi	neutral
moga depan nanovest support tari ewallet dana ovo gopay dll terima kasih sukses nanovest	neutral
b saja	neutral
coba	neutral
login kycnya bagaimana	neutral
aplikasi golong mudah paham cuman sayang enggak bid offer enggak leluasa beli harga contoh harga terus buy dapat otomatis an saja minus	neutral
ajar saham	neutral
download terang	neutral
bintang gabung bagus kendala bintang	neutral
ngelek	neutral
mohon info uang bisa cair ojk kantor polisi mohon bantu administrasi	neutral
salah guna nanovest launching teman reward langsung claim pakai reveral gue stratofig	neutral
coba	neutral
verifikasi kyc banget	neutral
aplikasi bagus ktp	neutral
investasi nanovest	neutral
mula	neutral
aplikasi sudah bagus fitur stop loss take profit begitu kayak bagaimana ya masak buka appnya lihat profit begitu take profit stop lossnya jadi notif user user sudah stop loss take profit saja bagus mudah erti	neutral
coba download	neutral
overall bagus informasi sedia upgrade ya	neutral
coba ya	neutral
saran tambah fiturtampilan crypto saham tambah rilis aplikasi nanovest mudah cari isi saldo dana web langsung aplikasi moga depan beli saham indonesia bbri bbni saham indonesia lai sukses saham indonesia tunggu	neutral
pakai kaya menjajikan	neutral
aplikasi lambat	neutral
aplikasi bisa dukung tari e wallet tari rekening bang mohon bisa support tari e wallet	neutral
nanovest kok enggak bisa masuk saja sudah pakai fingerprint	neutral
tolong nanovest fitur withdrawnya fitur e walletnya pindah jual aset kripto saham e wallet rekening bank bank portofolio income kena habis pajak aset saham	neutral
tambah metode withdraw ewalet	neutral
kerja nanofest bisa hasil uang cepat	neutral
gio	neutral
tolong tambah koin contoh kaya tokenfi ondo	neutral
nanovest cair uang ewalet	neutral
benar investasi dsri nanovest mudah paham simpel cuman minus iya biaya transfer bank orang investasi kesini pikir aplikasi biaya sebut mahal enggak kaya aplikasi rendah enggak ada smaa tolong ya admin kalo bisa kasih biaya kasihan mula ajar invest	neutral
mhn prosentase pl coinsaham ditampilin luar langsung enggak buka klik lihat lihat kak tq	neutral
tolong aset crypto tambah koin narasi rwa	neutral
sudah pakai memang bagus app ui simple saham as crypto lengkap cuman fitur depan ditambahin kategori jenis saham contoh usaha automotive kaya ferrari gm toyota dll enggak cape search lihat saham kategori	neutral
apknya bagus mudah erti bisa top up via walet kurang belum bisa narik walet	neutral
aplikasi bagus enggak verifikasi kyc coba bas gagal ganggu	neutral
enggak narik pakai e wallet ya	neutral
knapa ya login terus minta kode terus auto unisnstall saja	neutral
tolong fitur jual saham pakai nominal rupiah ketimbang persen	neutral
aplikasi lumayan bagus puas hasil saya coba kembang	neutral
beli saham crypto beli saham non crypto	neutral
good download	neutral
saran tari pakai e walet biar mudah ajar atm pasa suruh atm narik update kasih fitur narik pakai e walet	neutral
cukkurukukkk	neutral
tolong apps lumayan ngeleg	neutral
moga profit	neutral
saran harap tarik tunai via ewallet top up ewallet	neutral
merbot	neutral
coba nanti tambah fitur limit order laindi beli jual crypto	neutral
alangkah baik alert nominal harga	neutral
aplikasi bagus invest sarantambahin metode tari e wallet	neutral
enggak hubung bank ya nomor rekening tuju bank nama sesuai nama akun nanovest tolong kendala situ	neutral
sudah bagus simple responsive cuman ditambahin limit orderbuysell biar enggak pantengin marketaplikasi mulu mksih	neutral
daveindon rp silah input refeal	neutral
emas coba adakan jual beli perak biar grget	neutral
coba tau tambah	neutral
ganggu sistem	neutral
ok lambat so far	neutral
ambil uang masuk no rek bank tuju gagal bank bank syariah indonesia coba pakai nuker gopay enggak mohon info	neutral
masuk reperal sayananoreybo	neutral
overalll bagus tolong nanovest baik lag masuk aplikasi rugi	neutral
dan proses	neutral
mula	neutral
aplikasi bagus aduh nano moga baru lag enggak enak pakai mah oke mantap lag saja terimakasih moga baru	neutral
minimum deposit	neutral
kasih ngertiuda erti ubah	neutral
coba pakai aplikasi nanovest moga depan update nyaman guna penuh	neutral
sistem investasi ok koin crypto candlestick pattern mohon tambah	neutral
coba dauhulu	neutral
aplikasi bagus berat foreclose aplikasi gede enggak foreclose kayak ml shop ig bibit dll tolong baik ganggu nyaman guna	neutral
moga depan	neutral
aplikasi lelet ya hp ram cepat aplikasi belah tolong tingkat nanovest cepat ui biar guna betah fee transaksi dll lebihh unggul exchange lag mohon baik	neutral
tari via ewaled dana ovo va sedia	neutral
hyungnim reffer maret download kesini	neutral
mah coba	neutral
aplikasi bagus respon ya cepat mudah erti kasih bintang muas kan	neutral
kembang kasih tingkat aplikasi	neutral
belum pecah telor	neutral
kok koin kripto ondo ya aplikasi nanovest aplikasi sudah terupdate	neutral
turut masih transfer dana	neutral
apknya mudah fee enggak ngotak	neutral
coba ah	neutral
sukses	neutral
nyobasemoga	neutral
mintolong gue sudah call cs perkara nomer hp gue hilang gara gara hp ilangterus saldo dilam akun gue enggak ada solusitolong ganteng	neutral
tarik e walet top up fasilitas	neutral
halo bikin alarm nanovest notifikasi layang pesan masuk coba setting hasil beli jual saja notif kasih izin notif nano aktif saja enggak notif alamrm notifnya aplikasi nano serta berkah akun aktif ya	neutral
aplikasi bagus mudah erti mula fiturnya minim tolong lengkap fitur transfer hot wallet candlestick chart	neutral
main	neutral
nilai crypto nanovestnya bangetapakah nilai kedepanyaklo aplikasi bagus transaksi cepat banget	neutral
tolong tambah ewallet tarik tunai deposit via dana tarik saldo enggak dana	neutral
coba mula	neutral
coba mudah mudah untung	neutral
kasih fitur tari pakai dana pakai bank biar enak begitu mohon kasih	neutral
ajar dulu	neutral
nanovest nyediain tari dompet digital ya	neutral
baik bug tampil karena beberapa tampil rapi ukur icon teks tidak lebih layar	neutral
nice kendala aku terlogout bagus aman	neutral
halo bikin alarm nanovest notifikasi layang pesan masuk coba setting hasil beli jual saja notif kasih izin notif nano aktif saja enggak notif alarm notifnya aplikasi nano	neutral
coinnya tolong tanbahkan	neutral
jalaluddin	neutral
bagi indah nanodenny	neutral
top up bagus sukses beli saham google pending ya	neutral
kyc gagal bagaimana foto ktp milik pribadi enggak	neutral
mudahn nanovest income tambah	neutral
pilih crypto lengkap	neutral
akun akses ya akun batas tolong baik ya	neutral
kalau ok	neutral
puas	neutral
sudah bagus kendala tari ewalet dana	neutral
need idrusd view setting so the exchange rate is transparent also ini my device the app trigger haptic feedback too much and i can not save trade confirmations and statements tapi my phone storage	neutral
meme klin brise baby doge coin bonk koin partisipasi gas fee bone	neutral
coba	neutral
nanovest tolong token bitgetbgb ondo terimakasih	neutral
tolong baik autentikasi	neutral
overall sudah bagus withdrawnya kalo tambah dana ewallet terima kasih	neutral
gampang tapi khusus negeri	neutral
bagus cuman tolong tambah bank bca	neutral
lag buka menganggu depan perhati sistem stabil lancar buka fitur menu cepat kerja performa sukses coba aplikasi invest bukti bayar aman modal rendah coba mantap platform	neutral
kasih bintang dulu coba	neutral
kembang tari ewallet	neutral
coba	neutral
kasih bintang menu setorwd dari walet crypto lainbukan nanovest wd rupiah kalau bank kalau bisa ewallet fitur bagusgood	neutral
tingkat kualitas layan nyaman aman nasabah	neutral
tolong tambah fitur top up pulsa mudah jangkau masyarakat tengah bawah top up pusa ganti bintang	neutral
permisi admin harap untuk bertransaksitransaksi ya ewallet danatrima kasih ya perhati	neutral
guna coba ok bintang lagi	neutral
coba	neutral
sso	neutral
halo nanovest lumayan bagus fitur limit order wallet aset kripto sedia	neutral
overall ok banget pas sudah pakai tambah result search alt coin beli enggak ondo contoh	neutral
no comment	neutral
mula nanovest moga untung moga nanovest berkah	neutral
tambah bot investasi ganda keren	neutral
investasi bagus mudah paham aplikasi nini tarik saldo enggak narik ewallet langsung top up saldo nanovest sudah sedia ewallet tambah tari ewallet mudah saja	neutral
install nanno vest pakai referel tambah saldo gratis gaess lumayan ibnumalik	neutral
bagus aplikasi mudah paham sayang kalo tari enggak dana ovo kalo tambah ya	neutral
overall bagus result kolom search saham batas tampil hasil cari kadang kadang cari saham sulit batas search result update tolong search results batas hasil cari tampil saja kritik saran moga nanovest kembang	neutral
smntara kasih bintang aplikasi bagus proses jual saham adminnya gede banget buset tdinya ngambil untung jajan potong biaya admin jadi mikir kalau deposit untung masih nominal huh	neutral
penasaran hasil stake nbt kalau bagus bintang	neutral
selamat pagisaya enggak masuk akun sayasedangkan akun saldoterima kasih	neutral
aplikasi jalan bagus cuman beberapa hp proses kyc alami kode google kirim mohon tangan ya terimakasih	neutral
hllo nyimpan no rekening enggak persis ktp aplikasi nanovent mohon bantu	neutral
assalamualaikum teman mula iyya bagus	neutral
tolong banyak aset cryptonya kini tolong ada indikator analisa teknikal tampil bagus ringan transaksi cepat depan adakan coin coin listing sembari bonus coin farming coin cepat kembang tinggal aplikasi	neutral
kalo pindah menu ngelag baik	neutral
baik pokok biaya adminya lumayan gede	neutral
coba mudah mudah cocok dapat hadiah duga ref sandishan	neutral
kode referal	neutral
tolong tari uang pakai ewallet kalo sudah tambah bintang	neutral
mula moga berkah bismillah	neutral
belum fitur earn staking	neutral
bagus fitur peelu fitur bid and ask saham kripto beepatokan mid price cenderung fluctual	neutral
untung masuk referal dwikidama	neutral
ganggu ya mohon maaf kecewa tulis akun batas enggak kendala niat jual rit bagus eh enggak turun invest kripto ngandalin rit jual mohon erti kendala aplikasi hp rena hp beda merek tipe coba hasil perangkat bahaya	neutral
coba	neutral
masih dalqm sipahami	neutral
coba	neutral
ui friendly mudah transaksi tapi minus baca chartnya enggak candlestickitu saja benar	neutral
susah banget login akun ya	neutral
ajar mudah bisa wd lancar ya	neutral
akun nanovest enggak buka suruh kyc bagaimana coba baik enggak	neutral
aset crypto menu beli jual	neutral
belum erti	neutral
ajar pasar saham kripto ngebleng ah aplikasi bodong kali yeehati kawan kuskarng bagus enggak erti nanovest kadang ngebleng bagus dikit server biar enggak komplain orang	neutral
aplikasi pas top up gampang banget saja jalur e wallet lengkap crypto wallet indomaret alfamaret gilir pas narik susah banget ingat pakai aplikasi	neutral
hakimluex referal	neutral
aplikasi bagus tawar instrumen saham us etfs pilih tolong biaya transaksi pangkas fitur buy limit sell limit mudah eksekusi terima kasih	neutral
coba	neutral
coba coba berhadian	neutral
tolong adakan feature limit order cryptosegera	neutral
coba untung ajar nih aplikasi moga saja rejekinya aplikasi	neutral
hrsnya nanovest jangan batas beli saham ya semua tau konsekwensi main saham saya los beli saham tapi saya buy lagi tambah saham enggak bisa sekarang harga saham baru buka bisa beli tapi enggak saya beli kar a harga juga watlist atau favorit jangan batas juga	neutral
moga pasu target operasi kecewa bismillah mau invest receh pelan moga gacor kangv entar kalo bagus kasih bintang langit	neutral
akun enggak buka karnakan nomor daftar hilang bantu buka	neutral
tolong tari tambah ewallet top up pakai ewallet narik	neutral
gwechnaa	neutral
umasolihi gaess	neutral
coba moga hasil	neutral
masih ajar	neutral
simplestock market us adacuman mohon tingkat cepat	neutral
opsi kembali akun hapus alas sengaja akun hapus nanovest sayang login akun pakai ktp bintang solusi kait	neutral
pakai semoh ok	neutral
tolong tambah fitur limit order aplikasi binance indodax	neutral
langkah kenal investasi mudah lancar	neutral
saran saja metode tari mudah tambah dana narik simpelmasa topup dana narik dana enggak	neutral
crypto nilai buy nilai sell rendah posisi sell check details inti harga crypto real time	neutral
tolong hapus data saya akun ambil orang	neutral
saldo isi survey	neutral
coba kaya	neutral
ajar hu	neutral
kenapa tarik dana rekening bri enggak	neutral
revisi bagus update	neutral
cerah	neutral
mohon maaf tolong baik ya karena bug baik karena menggangu	neutral
dyrudyr resuiti cyeyduyi hitbfdscom ohygim gyrsyeysu	neutral
kasih bintang hasil barupercobaan	neutral
mantap nanovest ajar	neutral
gua nabung pakai uang jajan gua sudah rugi jual saham memang jeda jual beli cuman kasih transaksi begitu minggu sampai nunggu rugi jual	neutral
coba investasi pakai nanovest yuk daftar pakai kode referral lindsayhi	neutral
moga lancar	neutral
koin barubaru biar enggak telat beli nanovest	neutral
aplikasi mudah tapi sayang baca email susah connect email jadi ganti masuk email susah sekarang tolong baik	neutral
usaha	neutral
jeu	neutral
kadang kendala sinyal	neutral
kak whidraw crypto network gamasuk masuk ya sudah benar memang proses pliss moga direspon	neutral
paham proses	neutral
pengin cari ilmu hasil	neutral
mudah cepat	neutral
mudah orang awan	neutral
tolong investasi nabovest rp laku kasih	neutral
coba kalo sukses alhamdulillah	neutral
install setting bagus beli saham luar promo uinya mudah erti tapi kadang suka berat ya sisa okey coba investasi	neutral
adq kode referal enggak kak downlod	neutral
ajaj	neutral
paham kah bantu	neutral
coba investasi smgah lancar	neutral
aplikasi bagus mudah paham ya metode tari uang ditambahin	neutral
dasar nama aton wardani	neutral
moga sukses hasil hasil saham nanovest	neutral
salin cr butuh ref hari	neutral
bintang belum tau kayak mana mksut	neutral
bagus investasi cuman saran tari duit narik duit ewallet bank saja kadang ngebug aplikasi login sudah pencet tetap delay login saja tetap aplikasi kadang delay jaring lancar	neutral
install setting bagus beli saham luar promo uinya mudah erti tapi kadang suka berat ya sisa okey coba investasi	neutral
widraw pakai e wallet minharga nbt turun bagaimana janji naikk	neutral
kok enggak bisa masuk	neutral
tani	neutral
masih ajar butuh bimbing	neutral
update ya	neutral
khbinsapajanolankingnanovestsaham	neutral
limit order ok danagopay wd	neutral
masih mula ajar trading moga aplikasi baik mula	neutral
kasih bintang alnya meyobak	neutral
coba	neutral
raffi muhaii	neutral
sala kasih	neutral
tolong bebasin pajak pertaransaksi	neutral
baik tampil ui ux kak biar simple mudah ajar pemulaa	neutral
coba tau	neutral
ndk masuk	neutral
sunardi	neutral
opsi tarik uang tambah minke olshop donkbiar biaya adminnya	neutral
coba investasi	neutral
tolong ui bagus opsi ganti foto profil tolong update	neutral
zat xmz zn	neutral
mudah mudah depan kembang	neutral
tatang	neutral
coba mudah itumoga lancar investasi uang receh	neutral
tolong bantu biar orang sukses	neutral
kasih duli lo bagus	neutral
tolong benah tampil tablet	neutral
alhamdulilah aku gabung mudah mudah depan untung amin	neutral
ing main	neutral
mohon kasih ewalet dana	neutral
iseng saja	neutral
bismillah kun fayakun salam tambang	neutral
oke coba	neutral
simpel guna percaya appnya cepat informasi tolong sedia tarik uang app nanovest media yiutube	neutral
tahun ragu beli	neutral
coba dulu hihihi	neutral
moga	neutral
gabung sudah inves mudah mudah untung apps nanovest amin	neutral
coba	neutral
saat btc alami lonjak akun batas takut tarik dana aplikasi aset banyak orang tolong baik karena aplikasi mudah erti	neutral
aplikasi beli crypto saham mudah akun mudah top up mudah harga cocok kaum receh unggul kendala kendala alami jual crypto untung sekitar ancoba narik tera struknya masuk saldo wallet beli moga tingkat bug tidak sesuai distruk	neutral
tari enggak sms banking enggak mobile bank	neutral
akun sudah hapus enggak pulih	neutral
kendala kalow tari ewallet lagih enggak puya rekening bingung	neutral
maka bug registrasi proses aplikasi saja bagus kasih bintang tera tanggal desember	neutral
masih mula	neutral
bagus saldo masuk saldo masuk pdal enggak adsaya tanya kak kripto tari uang trading saham	neutral
sidgembiz silah reffeeral dapat hadiah tarik	neutral
bingung masukin referensi pakai daryfajar	neutral
nano speed apss suka banget pakenya anti ribet tapi ndk fitur tari dana ya percaya penuh trede ya sukses nano	neutral
mencobasemoga bagus	neutral
bagaimana witdraw bank bsi	neutral
aplikasi aman ui fitur sederhana mudah paham kritik ambil loginregist sebaaiknya sodor opsi loginregist via email	neutral
oke satusatunya investasi etf us market aplikasi investasi indonesia sayang forex usd spread susah kalo rekomendasi teman enggak coba investasi garagara spread ini	neutral
pas ngisi data enggak email masuk ya verifikasi enggak daftar	neutral
tolong buka tari via e wallet repot bagu via bank	neutral
keren meni lambat banget aplikasi	neutral
kembang	neutral
aktifin akun hapus bagaimna ya	neutral
harap baik	neutral
haloboleh daftar nomer telefon negerimisalnya malaysiasingapura laku domisili indonesia mohon dijawapnanti bintang hehehee terimakasih tanggapannyabtw bintang yasemoga nanovest sukses	neutral
alas tarik tunai dana gopay	neutral
aeyu adinda	neutral
pasar buka jam wib	neutral
kasih bntang dulu kau bagus tambah entar gi	neutral
sayang aplikasi pintu stakeearn crypto nanovest stake koin nanobyte token nbt	neutral
lets try	neutral
yuk yuk	neutral
coba	neutral
lancar	neutral
referal robiauto tinggal salin saja	neutral
aplikasi enggak pinjm danauang kah admin	neutral
moga sukses amin	neutral
moga enggak bangkrut	neutral
mula paham	neutral
coba kalau bagus bntang lagi	neutral
ya allah lindung engkau halo informasi bilang halo informasi daftar harga hp samsung baru dasar spesialisasi lowong kerja baru kota loker baru loker april heboh dunia seja	neutral
coba	neutral
saja karena sempurna	neutral
uji coba	neutral
lihat	neutral
update lengkap tema beta	neutral
tanyaa sudah awas ojk kah terus beda sama bappebti	neutral
biaya app free sistem enggak realtime dari segi harga beli jual untung margin situ app transparan dari offer bid sell buy	neutral
gue download inu promosiin rigen sih brewok amazon target operasi	neutral
download registrasi karena tonton favorit wkwk project	neutral
kode referral dapat ribu lwk	neutral
top up apa ya	neutral
tolong baik akun akses akun batas guna padahal rugi nanovest tolong baik	neutral
dapat bonus ribu link ramdanjb aman ojk	neutral
tingkat biar satset	neutral
lupa masukin ref dims biar dpet bonus	neutral
puasa	neutral
ajar	neutral
admin top up enggak	neutral
kalau enggak salah aplikasi orang amerika serikat ya	neutral
tolong menu tarik uangsaldo tarik akun dana	neutral
ajar investasi	neutral
belum erti tapi ajar dulu	neutral
coba ya	neutral
kak kenpa sekarang total jualbeli klaim ribu capai juta kak terus bagaimana cari orang dapat ribu klaim	neutral
perdana moga kecewa	neutral
aplikasi tidak masuk jelek	neutral
aneh sih jadi takut eh memang tulis free biaya platform harga beda contoh seperti bitcoin market rp juta nano sudah rp juta hrganya bisa beda nila belum lagi kena ppn	neutral
proses kyc kode pos mulu	neutral
menciba	neutral
tutor main dong	neutral
sib coba	neutral
kak tolong hapus akun nama putri aulia alamat bandung bojong sari camat bojong soang akun nyuri mohon kerjasama takut salah	neutral
coba investasi aplikasi	neutral
kendala akun batas saldo dalam	neutral
ya akun nanovest batasibahkan salah apa akun batas rugi karena login akun beli aset tunda	neutral
kurang customer servicenya lambat slow respon	neutral
pengin coba klou benar saldo tambah kaslima	neutral
tolong bantuin enggak kak kena tipu mohon bantu	neutral
coba bos	neutral
refferal naylasoff hai saja coba install aplikasi moga saja cocok	neutral
kode refeal putra	neutral
coba	neutral
makan	neutral
fitur chat ya biar diskus ok	neutral
tolong baik aplikasi pasu nomor meng klik eror coba install ulang aplikasi tolong baik	neutral
coba uji	neutral
mohon kak tolong tipu suruh ini nomor pin orang langsung blok tolong kak	neutral
kode referal	neutral
pijat	neutral
smart order	neutral
bagus aplikasinyacuman sayang sprednya gede tau vi	neutral
tolong ya updatenya hp kentang memori cepat habis	neutral
coba mudahhan amin	neutral
mula coba	neutral
otw main dulu ya gaes	neutral
saran tampil jadi pro real time enggak resfresh app	neutral
ajar trik biar aplikasi manfaat	neutral
opsi wd ewalletmohon tambah opsi tari ewallet	neutral
kok enggak buka apkk	neutral
pakai	neutral
tambah info fundamental usaha saham us nanovest buka konversi usd rate	neutral
log out	neutral
putrilestilestari	neutral
tolong tari uang ewallet dana	neutral
coba	neutral
doklik insha allah barokah	neutral
aplikasi bagus mohon sedia analisa saham pe ratio groos margin labah bersih pbv pb sahre dll investor menganalisa saham beli terimakasih	neutral
tida buka	neutral
mula	neutral
coba	neutral
aplikasi bagus mohon tolong baik suka error jual saham	neutral
mudah paham force closed	neutral
xx nn noo ptnhtq	neutral
zilkya iisi ya ref gue	neutral
konfirmasi jual aset aplikasi henti	neutral
aikoh bagus banget aplikasi	neutral
tolong nanovestdi adakan tari danaovo gopayagar mudah anak muda belum rekening bank	neutral
coba dulu kalau untung	neutral
tolong data orang nano vast	neutral
tari ewalet danaovo dll	neutral
maaf code pin bagaimana ya tolong bantu terima kasih	neutral
mes susah kyc	neutral
ada forex biar keren nanovest entar kasih bintang	neutral
tombol gelembung live chat enggak versi baru tolong baik	neutral
dinawinani	neutral
silah teman ekappp	neutral
pas mau masukin pin transaksi aplikasi ngelag lambat masukkeluar market	neutral
foto ktp kaya bagaimana sih sudah pencet teken ktp sudah enggak susah banget login saja l	neutral
tahap ajar	neutral
coba ya	neutral
tolong blokir akun nama agusrrh akun retas orang tolong terimakasih	neutral
investasi biaya transaksi biaya broker sesuai biaya tari bagus investasi untung ratus rupiah dalam	neutral
moga bisnis danhalal	neutral
regris ypc kok kirim email enggak masuk masuk ya	neutral
coba	neutral
maaf aplikasi kait pinjam online semacamnyamohon bantu	neutral
ajar	neutral
tambah undang cumisoton	neutral
rocknroll gasss	neutral
coba	neutral
tari pakai bank daerah enggak	neutral
tambah fitur download dokumen isi data beli saham crypto dokumen diagram data dari nanovest alpaca biar gotrade begitu terima kasih	neutral
tahap coba	neutral
desain aplikasi bagus verifikasi foto dukatakan alami blur lihat kamera tolong kembang jelas solusi	neutral
ok tarik masuk reffereal inihfdtag dapat bonus	neutral
iklan sih investasi rp	neutral
detail moga depan candellstk	neutral
erti	neutral
tampil ui oke biaya tarik uang admin standar biaya withdraw kripto minimal gasfee tawar kalah platform seperti indodax pluang pintu rang minimal withdraw gasfee attention konsumen	neutral
refferal adarayas	neutral
awam	neutral
coba kalau mantap kasih pool	neutral
belum paham aplikasi nanovest harap saya aplikasi nanovest bantu rubah hidup sejahtera	neutral
ya coba	neutral
wilsonf gacorrr	neutral
tambah tari e wallet lah	neutral
tolong pakai harga jual harga beli nanovest harga karena ivestasi untung rugi tulis saldo a portofolio jual b biaya admin jual enggak sampai begitu ya	neutral
lumayan erti mudah cepat refealkasepiya	neutral
pas tag unik enggak masuk	neutral
coba moga cocok	neutral
undang akun benistwn	neutral
ok ok usaha belum tau	neutral
kok enggak bisa verifikasi email ya	neutral
tolong update verif email kode otpnya kirim	neutral
suruh barusaya invest nano mala suruh buka akun	neutral
aplikasi	neutral
home saham uang kugame	neutral
ajar	neutral
coba	neutral
segi tampil tarik tapi proses verifikasi kyc kendala email terima pesan verifikasi apa jadi coba transaksi	neutral
orang mahasiswa	neutral
tolong nama aldiputra mati aku akun ambil orang tanggung aldiputra tolong mati saja hack orang	neutral
tanggal tolong blokir hapus akun ya kak nama sulistyowati enggak akun nanovest inisya tanggung jawab ada tagih pas donlud suruh orangdan orang punya aplikasi sayaterimakasih	neutral
sudah bagus benar beli harga beli catat beli harga	neutral
tingkat apaynya	neutral
kalo akub ambil orang data data aman enggak bos	neutral
deviden beli saham nanovest	neutral
mula	neutral
intip dikit	neutral
verifikasi email susah suda cek gmail masuk balas	neutral
coba bagus enggak	neutral
sebentar ajar kaya seru next ulas kalo sudah untung benar hehe	neutral
erti masih coba	neutral
tukang kayu	neutral
saja banyak utang	neutral
bintang metode tari cuman bank doang enggak kartu atm beban karena fitur tari metode ewallet tolong tari e wallet	neutral
bagaimana kerja kak tolong kasih tau	neutral
tambah fiture by limit sl fitur dagang	neutral
coba	neutral
bagus pakai refferal vianly	neutral
maaf akun kode nya kasih sama orang bagaimana nya enggak bukamohon bantu nya	neutral
bagaimana verifikasi kalok email saja enggak kirim	neutral
kak email balas aplikasi	neutral
akun batas perangkat rentan ganggu aman	neutral
akun nanovest sengaja hapus atas	neutral
kemarin okey sih aplikasi lancar lancar akun punya dapat notice akun batas kendala sudah selesai team nanovest akun punya buka sayang selancar nanovest kadang suka aplikasi moga nanovest lancar	neutral
optimal kyc saja banget	neutral
tolong hapus data akun akun bajak retas tolong admin hapus id qilam	neutral
downlod ubah atur bayar biaya tambah minimal cek	neutral
ajar	neutral
kalo paket kritis suka enggak lihat	neutral
cobacara investnya mudah	neutral
hasil gede modal	neutral
informasi tarik orang	neutral
edijalali	neutral
moga tampil grafik	neutral
bikin multi mining produk mlm nano coin	neutral
investasi rutin	neutral
hai iwan setiawan buruh hariyan lepas senang tema kawan semuwa	neutral
e i iii	neutral
kak akun hack orang	neutral
tolong beritahu bagi dividen email notif aplikasi biar tau lebih sudah oke	neutral
tolong admin hapus data nama reina pipit wulandari takut salah orang	neutral
bagustapi tolong tambah fitur tari via danadong	neutral
senang kaum	neutral
halo akun kunci ya	neutral
ajar trending	neutral
bismilah coba moga lancar	neutral
maaf wd dana enggak e walet	neutral
akun enggak kak tolong bantu kak	neutral
kak daftar kycnya verifikasi email ya email	neutral
coba	neutral
kalau nomer hp hilang bagaimana login	neutral
saran developer update tambah log via emailmedia sosial log nomor hp karena nomor saja matihp hilang jadi mudah log platform akun	neutral
ref gilsya	neutral
bagustlong kembang ya tlong fitur staking nbt sja	neutral
bagus rekomend	neutral
sih ok tinggal tingkat performa aplikasi biar keren tampil menumenunya	neutral
coba ya moga sukses	neutral
nice aktif saja operator jangan sampai nuyol aplikasi ngecheat	neutral
nyobasih	neutral
serta dengan hati bersih ikhlas doa ikhtiar koinamulet masalah pasti solusi manusia seharusny	neutral
capek update	negative
nominal enggak sesuai withdraw nyangkut hadehh	negative
